0	13078379415134.486000	153822674	1.878906	9.135635	-2.244080	1433950702168783680
1	16.000000	153822690	2.066956	9.228470	-2.313110	1433950702188925281
2	16.000000	153822706	2.215729	9.467697	-2.451172	1433950702209036365
3	15.000000	153822721	2.314514	9.639084	-2.474976	1433950702229208485
4	31.000000	153822752	2.483521	9.745010	-2.415466	1433950702249319569
5	16.000000	153822768	2.412109	9.735489	-2.260742	1433950702269461170
6	16.000000	153822784	2.036011	9.551010	-1.983429	1433950702289602772
7	15.000000	153822799	1.751556	9.279648	-1.962006	1433950702309652820
8	32.000000	153822831	1.556366	9.102310	-1.726349	1433950702329794422
9	15.000000	153822846	1.711090	9.176102	-1.670410	1433950702349966541
10	16.000000	153822862	1.669434	9.259415	-1.772766	1433950702370108143
11	31.000000	153822893	1.639679	9.367722	-1.781097	1433950702390219227
12	16.000000	153822909	1.507568	9.484360	-2.013184	1433950702410360828
13	15.000000	153822924	1.451630	9.647415	-2.176239	1433950702430624500
14	16.000000	153822940	1.245728	9.830704	-2.291687	1433950702450644031
15	31.000000	153822971	1.054108	9.961624	-2.333344	1433950702470785633
16	16.000000	153822987	1.006500	9.960434	-2.254791	1433950702491049305
17	31.000000	153823018	1.010071	9.818802	-2.320251	1433950702511343494
18	16.000000	153823034	1.017212	9.593857	-2.225037	1433950702531332508
19	15.000000	153823049	1.136230	9.417709	-2.220276	1433950702551682787
20	16.000000	153823065	1.415924	9.429611	-2.321442	1433950702571824389
21	31.000000	153823096	1.667053	9.465317	-2.408325	1433950702591935473
22	16.000000	153823112	1.874146	9.495071	-2.423798	1433950702612077074
23	15.000000	153823127	1.895569	9.481979	-2.395233	1433950702632127123
24	16.000000	153823143	1.861053	9.465317	-2.304779	1433950702652238207
25	31.000000	153823174	1.869385	9.421280	-2.246460	1433950702672410326
26	16.000000	153823190	1.818207	9.398666	-2.171478	1433950702692643480
27	16.000000	153823206	1.689667	9.431992	-2.119110	1433950702712785082
28	15.000000	153823221	1.603973	9.383194	-2.057220	1433950702733048754
29	31.000000	153823252	1.557556	9.415329	-1.778717	1433950702753068285
30	16.000000	153823268	1.507568	9.526016	-1.693024	1433950702773209887
31	47.000000	153823315	1.564697	9.691452	-1.625183	1433950702793320971
32	0.000000	153823315	1.640869	9.743820	-1.653748	1433950702813371020
33	16.000000	153823331	1.692047	9.689072	-1.733490	1433950702833512621
34	15.000000	153823346	1.688477	9.596237	-1.698975	1433950702853684740
35	16.000000	153823362	1.683716	9.565292	-1.719208	1433950702873795824
36	31.000000	153823393	1.589691	9.496262	-1.620422	1433950702893937426
37	16.000000	153823409	1.550415	9.420090	-1.540680	1433950702914170580
38	31.000000	153823440	1.520660	9.361771	-1.529968	1433950702934342699
39	16.000000	153823456	1.697998	9.291550	-1.685883	1433950702954484301
40	15.000000	153823471	1.908661	9.327255	-1.757294	1433950702974625902
41	32.000000	153823503	1.755127	9.447464	-1.828705	1433950702994767504
42	15.000000	153823518	1.689667	9.392715	-1.882263	1433950703014939623
43	16.000000	153823534	1.650391	9.414139	-1.946533	1433950703035050707
44	15.000000	153823549	1.596832	9.340347	-1.912018	1433950703055192309
45	32.000000	153823581	1.514709	9.323685	-1.785858	1433950703075333910
46	15.000000	153823596	1.587311	9.390335	-1.853699	1433950703095475512
47	16.000000	153823612	1.552795	9.486740	-1.917969	1433950703115617113
48	16.000000	153823628	1.401642	9.501022	-1.777527	1433950703135789232
49	31.000000	153823659	1.301666	9.574814	-1.841797	1433950703155900316
50	15.000000	153823674	1.237396	9.747391	-2.052460	1433950703176041918
51	16.000000	153823690	0.802979	10.141342	-2.353577	1433950703196153002
52	31.000000	153823721	0.297150	10.574570	-2.721344	1433950703216294604
53	16.000000	153823737	0.236450	10.736435	-3.277161	1433950703236497240
54	16.000000	153823753	0.694672	10.150864	-3.106964	1433950703256608324
